anno,img,label
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/94-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/30-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/75-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/87-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/60-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/90-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/48-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/23-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/41-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/36-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/24-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/71-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/2-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/76-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/3-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/11-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/95-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/86-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/86-1.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/93-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/5-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/46-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/61-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/49-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/55-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/22-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/68-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/59-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/32-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/12-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/52-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/43-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/1-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/47-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/54-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/42-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/44-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/13-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/25-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/21-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/39-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/79-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/77-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/38-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/94-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/6-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/45-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/20-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/23-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/24-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/5-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/5-3.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/37-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/9-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/3-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/67-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/50-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/16-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/98-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/17-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/5-6.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/5-6.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/46-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/22-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/53-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/10-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/52-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/83-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/hanumanasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/hanumanasana/89-0.png,hanumanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/33-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/40-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/7-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/19-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/44-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/21-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/88-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/73-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/31-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/34-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/6-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/30-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/87-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/45-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/90-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/48-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/23-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/24-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/1-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/1-1.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/2-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/27-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/14-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/9-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/3-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/16-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/57-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/17-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/51-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/26-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/61-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/49-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/55-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/22-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/53-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/58-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/8-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/10-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/63-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/12-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/62-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/52-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhairavasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhairavasana/0-0.png,bhairavasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/19-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/44-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/29-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/25-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/4-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/21-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/39-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/35-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/77-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/31-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/38-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/69-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/97-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/34-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/92-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/30-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/60-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/45-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/20-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/23-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/36-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/24-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/27-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/59-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/59-3.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/96-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/14-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/2-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/2-2.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/9-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/16-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/27-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/27-1.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/17-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/18-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/59-6.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/59-6.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/55-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/22-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/8-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/59-0.png,vajrasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vajrasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vajrasana/10-0.png,vajrasana
